Asilabilir_Engel_Seviyesi,Haritalandirma,Hazne_Kapasitesi,Uygulama_Uzerinden_Kontrol,Yer_Silme_Ozelligi,Calisma_Modu_Sayisi,Ozellik,Sarjli_Kullanim_Suresi,url,price
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//ecovacs/deebot-n8-pro-beyaz-renk-akilli-robot-supurge-ve-paspas-resmi-distributor-garantili-p-316603783?boutiqueId=61&merchantId=472332,9399.0
2 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//beko/rs-8131-robot-supurge-toz-bosaltma-sistemli-p-350047187?boutiqueId=61&merchantId=122689,14399.0
2 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/g10-beyaz-cop-istasyonlu-yikamali-akilli-robot-supurge-p-364239420?boutiqueId=61&merchantId=820455,20500.0
2 ,Lazer ,500-1000,Var,Var,2,Robot,120,https://www.trendyol.com//sunny/hero-power-plus-moplu-akilli-robot-supurge-p-349877971?boutiqueId=61&merchantId=533472,7179.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/premium-3d-engellerden-kacinma-cift-ped-basincli-paspas-ozelligi-robot-supurge-p-784358278?boutiqueId=61&merchantId=881452,194645.0
4+ ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//fakir/robert-rs-740-akilli-robot-supurge-p-767762313?boutiqueId=61&merchantId=106392,8739.0
1 ,Yok,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//hutt/xiaomi-ddc55-akilli-cam-temizleme-robotu-p-196055034?boutiqueId=61&merchantId=106994,7490.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-7000-serisi-3-u-1-arada-islak-kuru-ve-moplu-5000pa-ultra-yuksek-emis-gucu-robot-supurge-p-776684410?boutiqueId=61&merchantId=109514,377999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//tefal/x-plorer-serie-i-evcil-hayvan-dostu-ve-akilli-robot-supurge-siyah-p-782552825?boutiqueId=61&merchantId=197550,18699.0
4+ ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/viomi-v2-pro-vacuum-cleaner-lazer-sensor-p-783425197?boutiqueId=61&merchantId=823058,9999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/rs-3121-robot-supurge-p-157000408?boutiqueId=61&merchantId=637688,9899.0
2 ,Lazer ,0-250,Var,Var,2,Sulu,120,https://www.trendyol.com//xiaomi/mi-s10-robot-supurge-p-767602026?boutiqueId=61&merchantId=566427,13099.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//irobot/roomba-i7-robot-supurge-p-33093643?boutiqueId=61&merchantId=222627,17349.0
2 ,Lazer ,0-250,Yok,Var,3,Robot,120,https://www.trendyol.com//roborock/s8-plus-robot-siyah-supurge-p-767218315?boutiqueId=61&merchantId=107870,29999.0
1 ,Lazer ,0-250,Var,Yok,3,Dikey,60 - 120,https://www.trendyol.com//neutron/neutrobot-akilli-otonom-servis-robotu-p-675468755?boutiqueId=61&merchantId=794365,289000.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/q8-max-5500-pa-cift-merdaneli-emis-guclu-paspaslama-ile-robot-vakum-xiaomi-tr-garantilidir-p-785788856?boutiqueId=61&merchantId=186468,20500.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/imperium-robo-3-0-rs-9131-robot-supurge-p-450312647?boutiqueId=61&merchantId=787360,15000.0
3 ,Lazer ,500-1000,Var,Yok,3,Robot,120,https://www.trendyol.com//homend/alex-laser-pro-1286h-moplu-ve-haritalamali-akilli-robot-supurge-beyaz-gold-p-782563136?boutiqueId=61&merchantId=230835,9999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/robot-vacuum-s9-beyaz-p-68781702?boutiqueId=61&merchantId=449692,12499.0
3 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-mop-2-pro-akilli-robot-supurge-siyah-2022-yeni-model-6934177747236-p-299420190?boutiqueId=61&merchantId=514600,9579.0
1 ,Yok,0-250,Yok,Yok,3,Robot,60 - 120,https://www.trendyol.com//tamamelek/ximeijie-kumandali-robot-supurge-p-299442290?boutiqueId=61&merchantId=253966,2100.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//homend/alex-laser-pro-1283h-siyah-moplu-ve-haritalamali-akilli-robot-supurge-p-376710277?boutiqueId=61&merchantId=116849,7399.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//homend/alex-laser-power-1287h-toz-hazneli-moplu-hali-taniyan-robot-supurge-p-765171699?boutiqueId=61&merchantId=230835,16999.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/w2-lite-8000-pa-sterilizasyonlu-su-toz-toplama-uniteli-yapay-zeka-robot-supurge-p-769559545?boutiqueId=61&merchantId=217399,27999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//fantom/galaxy-xy-38-temizlik-robotu-p-101417741?boutiqueId=61&merchantId=287746,10699.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vakum-s10t-8000-pa-emis-gucu-2023-model-tr-garantili-p-470291307?boutiqueId=61&merchantId=566427,14189.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karcher/rcv-5-robot-supurge-p-743383996?boutiqueId=61&merchantId=216045,21000.0
2 ,Yok,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/g1-akilli-robot-supurge-ve-paspas-beyaz-turkiye-garantili-p-279809640?boutiqueId=61&merchantId=217399,5599.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//neabot/nomo-q11-toz-hazneli-4000-pa-akilli-robot-supurge-turkiye-garantili-p-117462196?boutiqueId=61&merchantId=109844,15999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//irobot/roomba-s9-plus-robot-supurge-p-40939920?boutiqueId=61&merchantId=230167,31145.0
2 ,Lazer ,0-250,Var,Var,2,Robot,120,https://www.trendyol.com//eufy/anker-robovac-x8-hybrid-akilli-robot-supurge-p-220399540?boutiqueId=61&merchantId=449692,12433.0
2 ,Lazer ,1500+,Var,Var,3,Sulu,120,https://www.trendyol.com//philips/islak-ve-kuru-temizlik-yuksek-emis-lazer-navigasyon-kir-bosaltma-3000-seri-robot-supurge-p-774210712?boutiqueId=61&merchantId=153143,222179.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/vacuum-e10-robot-supurge-beyaz-p-757342861?boutiqueId=61&merchantId=541766,9070.0
3 ,Yok,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//makita/drc200z-ticari-tip-robot-supurge-akulu-robot-zemin-supurgesi-aku-dahil-degildir-p-332648240?boutiqueId=61&merchantId=420435,692382.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//midea/robot-vacuum-cleaner-m9-beyaz-resmi-distributor-garantili-p-722724564?boutiqueId=61&merchantId=107277,8199.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/s6-pure-akilli-robot-supurge-siyah-p-51107727?boutiqueId=61&merchantId=889095,19999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-2022-model-p-266901121?boutiqueId=61&merchantId=637688,9617.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//dreame/bot-z10-pro-istasyonlu-robot-supurge-siyah-p-185348489?boutiqueId=61&merchantId=195875,194999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/rs-8121-robot-supurge-p-446402421?boutiqueId=61&merchantId=348120,9999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robo-x-rs-2121-p-159275240?boutiqueId=61&merchantId=869282,8999.0
2 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-ve-kuru-temizlik-robotu-otomatik-bosaltma-istasyonu-xu3110-02-homerun-3000-serisi-aqua-p-753327771?boutiqueId=61&merchantId=531586,19450.0
2 ,Yok,500-1000,Yok,Var,3,Robot,60 - 120,https://www.trendyol.com//reeder/alfreed-akilli-robot-supurge-p-172688730?boutiqueId=61&merchantId=107676,5999.0
2 ,Yok,1000-1500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/imperium-robo-rs-3221-robot-supurge-p-728243254?boutiqueId=61&merchantId=797411,7950.0
2 ,Lazer ,1000-1500,Var,Var,3,Robot,120,https://www.trendyol.com//ttec/robi-promaster-5200mah-bataryali-otomatik-toz-bosaltma-sistemli-akilli-robot-supurge-ve-paspas-p-339352294?boutiqueId=61&merchantId=577896,11090.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//anker/eufy-robovac-lr30-hybrid-supurge-t2193-p-635142589?boutiqueId=61&merchantId=143549,10899.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/alfa2-robot-supurge-p-248248060?boutiqueId=61&merchantId=472332,12499.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karcher/kb-5-kablosuz-pratik-supurge-p-118011903?boutiqueId=61&merchantId=128165,2699.0
2,Lazer,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-1c-vacuum-mop-robot-supurge-p-176743935?boutiqueId=61&merchantId=504544,15599.0
2 ,Lazer ,0-250,Var,Var,2,Robot,120,https://www.trendyol.com//karaca/vantuz-off-road-rs007-2-in-1-mop-and-vacuum-konusan-robot-supurge-p-358887216?boutiqueId=61&merchantId=711227,12099.0
1 ,Yok,0-250,Var,Yok,1,Sulu,60 - 120,https://www.trendyol.com//ecovacs/winbot-w1-pro-cam-silme-robotu-p-739235203?boutiqueId=61&merchantId=541577,12350.0
1 ,Yok,0-250,Var,Var,3,Robot,0 - 30,https://www.trendyol.com//hobot/2s-cam-temizleme-fayans-silme-robotu-dual-ultrasonik-sprey-tlf-ve-uzaktan-kumanda-ile-kont-p-235820378?boutiqueId=61&merchantId=167560,209999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//grundig/vcr-7230-otomatik-toz-bosaltma-sistemli-robot-supurge-p-376417136?boutiqueId=61&merchantId=232232,14900.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vaccum-mop-2-supurge-turkiye-garantili-2022-model-uzunkaya-garantili-p-273967076?boutiqueId=61&merchantId=273323,8699.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//homend/alex-laser-power-1284h-moplu-ve-haritalamali-akilli-toz-ceken-robot-supurge-p-317801982?boutiqueId=61&merchantId=116993,15599.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//irobot/roomba-606-robot-supurge-p-33093641?boutiqueId=61&merchantId=467607,13599.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/vacuum-cleanner-q8-max-plus-robot-supurge-beyaz-p-778061270?boutiqueId=61&merchantId=106895,25999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//omix/omix-mixbot-plus-robot-supurge-beyaz-p-299673546?boutiqueId=61&merchantId=106299,5549.0
4+ ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/q5-pro-plus-cop-istasyonlu-akilli-robot-supurge-p-786028446?boutiqueId=61&merchantId=149251,20259.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/v2-pro-robot-supurge-garantili-p-166595174?boutiqueId=61&merchantId=449692,8299.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/rs-2221-robot-supurge-p-475717976?boutiqueId=61&merchantId=266169,8499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/imperium-robo-rs-3221-robot-supurge-p-761240927?boutiqueId=61&merchantId=614180,87490.0
4+ ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//omix/omix-mixbot-pro-robot-supurge-beyaz-p-303650325?boutiqueId=61&merchantId=607180,6366.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-1c-beyaz-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-402058016?boutiqueId=61&merchantId=116512,1999.0
1 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/philips-avantaj-set-xu3000-3000pa-robot-supurge-hd9870-premium-airfry-xxl-7-2-litre-p-771945103?boutiqueId=61&merchantId=153143,275489.0
1 ,Yok,0-250,Var,Var,3,Toz Torbasız,120,https://www.trendyol.com//hobot/r3-cam-temizleme-fayans-silme-robotu-dual-sprey-ozellikli-cep-telefonu-uygulama-p-734405847?boutiqueId=61&merchantId=167560,208999.0
2 ,Kamera ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//miele/scout-rx3-siyah-spql-robot-supurge-p-202258121?boutiqueId=61&merchantId=108107,19799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/3d-engellerden-kacinma-cift-hatli-lazer-ve-lds-lidarli-cift-katmanli-paspaspremium-robot-supurge-p-784358266?boutiqueId=61&merchantId=881452,193535.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//fantom/galaxy-xy-38-cyclone-robot-supurge-siyah-p-101750314?boutiqueId=61&merchantId=292436,9870.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//grundig/vcr-2131-mop-ozellikli-akilli-robot-supurge-p-159085222?boutiqueId=61&merchantId=106272,11599.0
3 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-pro-global-versiyon-robot-supurge-p-334618678?boutiqueId=61&merchantId=601117,18749.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/s7-cop-uniteli-robot-supurge-p-447644338?boutiqueId=61&merchantId=385093,45000.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//tefal/robot-supurge-explorer-series-s-max-beyaz-p-782552409?boutiqueId=61&merchantId=197550,16899.0
2 ,Lazer ,500-1000,Var,Var,1,Robot,120,https://www.trendyol.com//homend/alex-laser-pro-1285h-haritalamali-akilli-robot-supurge-beyaz-silver-p-459543352?boutiqueId=61&merchantId=116849,7799.0
3 ,Yok,250-500,Yok,Yok,3,Robot,60 - 120,https://www.trendyol.com//bissell/ev675-temizlik-robotu-p-275133315?boutiqueId=61&merchantId=357608,6999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//tefal/mop-ozellikli-akilli-robot-supurge-beyaz-fritoz-airfryer-hava-ile-kizartma-izgara-p-669755304?boutiqueId=61&merchantId=197550,29899.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//irobot/roomba-combo-i8-robot-supurge-ve-paspas-p-736414494?boutiqueId=61&merchantId=222627,20499.0
1 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//yeedi/vac-2-pro-beyaz-renk-akilli-robot-supurge-ve-paspas-p-753327418?boutiqueId=61&merchantId=782378,8999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mijia-hutt-w55-cam-temizleme-robotu-p-43460697?boutiqueId=61&merchantId=159336,10999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//dreame/d10-plus-robot-supurge-tr-garantili-p-376476517?boutiqueId=61&merchantId=732265,13999.0
2 ,Lazer ,500-1000,Var,Var,2,Robot,60 - 120,https://www.trendyol.com//cvs/roboto-nav-smart-robot-supurge-p-455830572?boutiqueId=61&merchantId=434086,4999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//tefal/robot-supurge-explorer-series-s-max-beyaz-p-782552325?boutiqueId=61&merchantId=197550,16899.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//karaca/homend-alex-pro-1290h-kamerali-akilli-robot-supurge-p-97236379?boutiqueId=61&merchantId=825144,7999.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//dreame/bot-d9-max-robot-supurge-vakum-ve-paspas-robot-supurge-p-249102862?boutiqueId=61&merchantId=732265,9849.0
1 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-islak-ve-kuru-robot-supurge-4-adet-xv1430-00-mop-p-751914502?boutiqueId=61&merchantId=106320,14149.0
4+ ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/q-revo-cop-istasyonlu-beyaz-akilli-robot-supurge-p-784477364?boutiqueId=61&merchantId=106248,36849.0
2 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//kiwi/2in1-mop-ozellikli-akilli-robot-supurge-p-773549738?boutiqueId=61&merchantId=646092,7499.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/robot-supurge-ve-paspas-2-yil-garanti-p-311858575?boutiqueId=61&merchantId=109514,12990.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/7000-islak-kuru-istasyonlu-robot-supurge-5000-pa-titresimli-mop-sert-zemin-hali-xu7100-01-p-686132790?boutiqueId=61&merchantId=521664,29999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/q7-plus-robot-supurge-siyah-p-378074000?boutiqueId=61&merchantId=819642,19000.0
2 ,Lazer ,0-250,Yok,Var,3,Robot,120,https://www.trendyol.com//dreame/bot-l10s-ultra-robot-supurge-p-702177445?boutiqueId=61&merchantId=593584,29999.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//robx/hb01-3300-pa-ruzgar-cekimi-3200-mah-7cm-robot-supurge-turkiye-garantili-p-344631901?boutiqueId=61&merchantId=108009,5199.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778032101?boutiqueId=61&merchantId=409995,19999.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-ve-kuru-beyaz-robot-supurge-ultra-emis-gucu-5000-pa-lazer-navigasyon-180-dk-calisma-suresi-p-778721744?boutiqueId=61&merchantId=825207,47501.0
2,Lazer,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//roborock/s7-pro-ultra-beyaz-cop-istasyonlu-robot-supurge-2-yil-genpa-garantili-p-658877462?boutiqueId=61&merchantId=601117,55999.0
2 ,Jiroskop ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//anker/robovac-g30-hybrid-mop-robot-supurge-p-99685670?boutiqueId=61&merchantId=604207,80352.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arzum/ar4301-robotek-x2-moplu-akilli-robot-supurge-siyah-p-143143027?boutiqueId=61&merchantId=765943,10999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/s1-d-max-uv-sterilizasyonlu-8000-pa-yapay-zeka-akilli-robot-supurge-p-769923397?boutiqueId=61&merchantId=217399,12669.0
2 ,Lazer ,1500+,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-ve-kuru-temizlik-robotu-otomatik-bosaltma-istasyonu-xu3110-02-homerun-3000-serisi-aqua-p-780273741?boutiqueId=61&merchantId=867514,18990.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//tefal/robot-supurge-explorer-series-s-max-beyaz-p-782552499?boutiqueId=61&merchantId=197550,16899.0
1 ,Lazer ,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//360/360-s9-vacuum-mop-cleaner-akilli-robot-supurge-kvk-garantilidir-p-741193406?boutiqueId=61&merchantId=455417,98441.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//yui/s7-plus-akilli-cop-istasyonlu-robot-vacuum-mop-supurge-siyah-yui-turkiye-garantili-p-645301173?boutiqueId=61&merchantId=720599,12999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-mop-2-pro-akilli-robot-supurge-siyah-mi-smart-air-fryer-aile-boyu-6-lt-p-655993290?boutiqueId=61&merchantId=197550,25999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//fakir/robert-rs-780-plus-cop-istasyonlu-akilli-robot-supurge-p-676274819?boutiqueId=61&merchantId=720,355490.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-pro-cleaner-robot-supurge-ve-paspas-p-36502434?boutiqueId=61&merchantId=601117,13177.0
1 ,Yok,250-500,Yok,Var,3,Robot,120,https://www.trendyol.com//bowai/robot-supurge-1800pa-gri-renk-p-304357140?boutiqueId=61&merchantId=424079,29990.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//king/krs-360-sebastian-robot-supurge-p-145609552?boutiqueId=61&merchantId=699041,4864.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//arcelik/rs-3121-robot-supurge-p-158416038?boutiqueId=61&merchantId=637688,10420.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//grundig/vcr-6230-robot-supurge-p-378846430?boutiqueId=61&merchantId=449692,8295.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//dreame/vacuum-mop-d9-robot-supurge-p-117108135?boutiqueId=61&merchantId=732265,12999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/s1-uv-ve-ozon-sterilizasyonlu-akilli-robot-supurge-ve-paspas-beyaz-turkiye-garantili-p-275981850?boutiqueId=61&merchantId=217399,16999.0
4+ ,Jiroskop ,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//grundig/vcr-6231-akilli-robot-supurge-p-771155922?boutiqueId=61&merchantId=107870,8999.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hobot/388-cam-temizleme-fayans-silme-robotu-sprey-ozellikli-cep-telefonu-uygulama-p-67942544?boutiqueId=61&merchantId=167560,177999.0
2 ,Jiroskop ,1000-1500,Var,Var,2,Robot,120,https://www.trendyol.com//vestel/v-bot-pro-b-robot-supurge-p-781011056?boutiqueId=61&merchantId=245803,13399.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//miele/scout-rx3-home-vision-hd-rosegold-spql-robot-supurge-p-202258114?boutiqueId=61&merchantId=766286,36792.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//homend/alex-1280h-akilli-robot-supurge-p-92900787?boutiqueId=61&merchantId=474850,4980.0
2 ,Lazer ,500-1000,Var,Var,1,Robot,120,https://www.trendyol.com//vestel/v-bot-pro-robot-supurge-beyaz-p-366621381?boutiqueId=61&merchantId=428200,10490.0
2 ,Kamera ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//king/krs-360-sebastian-robot-supurge-p-145609593?boutiqueId=61&merchantId=699041,4990.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/trouver-finder-lds-sensorlu-vacuum-mop-robot-supurge-p-112489144?boutiqueId=61&merchantId=685887,11999.0
2 ,Yok,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//fakir/robot-supurge-beyaz-robert-rs-740-p-767882422?boutiqueId=61&merchantId=215248,10600.0
2 ,Lazer ,0-250,Var,Var,2,Robot,120,https://www.trendyol.com//roborock/q-revo-toz-hazneli-robot-supurge-p-761306512?boutiqueId=61&merchantId=149251,36889.0
2,Lazer,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/v3-vacuum-cleaner-lazer-sensor-robot-supurge-xiaomi-turkiye-resmi-distributor-garantili-p-87320132?boutiqueId=61&merchantId=455417,122041.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-ultra-cop-bosaltma-istasyonu-p-253685799?boutiqueId=61&merchantId=639098,4679.0
2,Lazer,250-500,Var,Var,3,Toz Torbalı,120,https://www.trendyol.com//hoover/robocom-rbc050-1-011-robot-supurge-p-2216271?boutiqueId=61&merchantId=593943,6259.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/robot-vacuum-s9-p-80152291?boutiqueId=61&merchantId=127968,11695.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//teknoexpress/cam-pencere-temizlik-robotu-elektrikli-pencere-temizleyici-anti-dusen-uzaktan-kumandali-supurge-p-90113017?boutiqueId=61&merchantId=678867,5952.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/robot-vacuum-robot-supurge-mop-1-yil-ek-garanti-hediye-p-759105033?boutiqueId=61&merchantId=197550,18599.0
4+ ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//fakir/robert-rs-770-akilli-robot-supurge-n8werk-airfryer-5-5-lt-yagsiz-fritoz-p-782011573?boutiqueId=61&merchantId=112264,19999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/sonik-titresimle-olaganustu-temizlik-yeni-nesil-lds-lazer-navigasyon-sistem-mi-temizlik-robotu-2-pro-p-785474239?boutiqueId=61&merchantId=881452,16699.0
2 ,Kamera ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mijia-2c-2in1-vacuum-mop-robot-supurge-p-277892633?boutiqueId=61&merchantId=449692,9888.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robo-x-rs-2121-robot-supurge-p-167395048?boutiqueId=61&merchantId=869282,8999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//rowenta/x-plorer-serisi-20-rr8275wh-2-si-1-arada-kuru-ve-islak-temizleme-wi-fi-kontrolu-p-687875469?boutiqueId=61&merchantId=789051,10400.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/8000pa-yuksek-guc-wi-fi-akilli-kontrol-mi-robot-s10t-robot-supurge-ve-paspas-lidar-tarama-p-779517894?boutiqueId=61&merchantId=881452,19879.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//grundig/moplu-haritalamali-akilli-robot-supurge-vcr-9031-p-122022360?boutiqueId=61&merchantId=831672,9595.0
4 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//trident/t22s-pro-cop-kovali-robot-supurge-siyah-2-1-3-yil-uretici-garantili-p-711590355?boutiqueId=61&merchantId=115591,10999.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//irobot/roomba-combo-i8-robot-supurge-ve-paspas-p-736404463?boutiqueId=61&merchantId=222627,15499.0
