Asilabilir_Engel_Seviyesi,Haritalandirma,Hazne_Kapasitesi,Uygulama_Uzerinden_Kontrol,Yer_Silme_Ozelligi,Calisma_Modu_Sayisi,Ozellik,Sarjli_Kullanim_Suresi,url,price
1 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//eufy/anker-eufy-robovac-x8-hybrid-akilli-robot-supurge-cift-turbin-ile-2x-2000pa-cekim-gucu-p-753326869?boutiqueId=61&merchantId=262598,23000.0
2 ,Kamera ,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//ecovacs/deebot-x1-omni-siyah-renk-akilli-robot-supurge-ve-paspas-resmi-distributor-garantili-p-356510619?boutiqueId=61&merchantId=472332,38043.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//hellove/supurge-koruyucu-xiaomi-vacuum-mop-2-lite-siyah-yuzey-sticker-cizilme-onleyici-etiket-maskeleyici-p-641727518?boutiqueId=61&merchantId=116512,1999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-8000pa-akilli-robot-supurge-dunyanin-en-guclu-robot-supurgesi-p-691076493?boutiqueId=61&merchantId=566427,17399.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/istasyonlu-otomatik-bosaltma-sistemi-homerun-ultra-yuksek-emis-gucu-3100-seri-kablosuz-robot-supurge-p-785311077?boutiqueId=61&merchantId=881452,29899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-mop-2-pro-beyaz-p-659753463?boutiqueId=61&merchantId=449692,10299.0
2 ,Lazer ,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-639953801?boutiqueId=61&merchantId=197550,12999.0
2 ,Lazer ,250-500,Var,Var,3,Sulu,120,https://www.trendyol.com//philips/aqua-istasyonlu-anti-alerjik-islak-kuru-temizlik-homerun-otomatik-bosaltma-robot-supurge-p-779068851?boutiqueId=61&merchantId=732994,40000.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//philips/vp-yeni-seri-0-3-lt-7000-serisi-beyaz-islak-kuru-robot-supurge-5000-pa-titresimli-mop-2-paspas-p-772207511?boutiqueId=61&merchantId=614180,269999.0
2 ,Lazer ,0-250,Var,Var,2,Robot,120,https://www.trendyol.com//viomi/viomi-v5-p-744793929?boutiqueId=61&merchantId=431905,6650.0
2 ,Lazer ,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//hoover/38383006-hg550dp011-robot-supurge-p-754552192?boutiqueId=61&merchantId=867384,14169.0
2 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robot-supurge-p-297002721?boutiqueId=61&merchantId=197550,18599.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//farg/myrob-epa-1209-mop-ozellikli-ve-kumandali-akilli-robot-supurge-p-356925070?boutiqueId=61&merchantId=419199,7550.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/se-vacuum-cleaner-lazer-sensor-2in1-robot-supurge-ve-paspas-p-57662118?boutiqueId=61&merchantId=107277,8999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-mop-2-pro-siyah-p-659754146?boutiqueId=61&merchantId=198075,9725.0
4+ ,Lazer ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//karcher/rcv-3-icin-aksesuar-seti-p-765320129?boutiqueId=61&merchantId=138689,508.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//ebrtech/profesyonel-otomatik-cam-temizleme-robotu-p-101785917?boutiqueId=61&merchantId=112396,64009.0
1 ,Lazer ,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//ecovacs/winbot-w1-pro-pencere-temizleme-robotu-akilli-temizlik-p-767065614?boutiqueId=61&merchantId=122175,305590.0
2 ,Kamera ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-vacuum-robot-supurge-mop-2-p-378790064?boutiqueId=61&merchantId=601117,9799.0
2 ,Kamera ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773314206?boutiqueId=61&merchantId=409995,346999.0
2 ,Jiroskop ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiamen/xiaomi-mi-robot-vacuum-mop-kablosuz-akilli-supurge-p-101187673?boutiqueId=61&merchantId=455417,119840.0
2 ,Lazer ,500-1000,Var,Yok,3,Robot,60 - 120,https://www.trendyol.com//electrolux/vp-pure-i92-pi92-6dgm-ucgen-tasarimli-robot-supurge-3d-goruslu-120-dk-calisma-super-hizli-sarj-p-770432765?boutiqueId=61&merchantId=455417,115521.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-supurge-mop-2-pro-beyaz-p-345009770?boutiqueId=61&merchantId=514600,10299.0
2 ,Lazer ,250-500,Yok,Var,3,Robot,60 - 120,https://www.trendyol.com//viomi/alpha-3-vacuum-cleaner-beyaz-resmi-distributor-garantili-p-722981639?boutiqueId=61&merchantId=497123,19499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-3000-serisi-islak-kuru-mop-ozelligi-ultra-yuksek-emis-gucu-premium-robot-supurge-p-786194533?boutiqueId=61&merchantId=825207,36999.0
2 ,Lazer ,0-250,Var,Var,3,Toz Torbalı,120,https://www.trendyol.com//wero/m8-max-robot-supurge-akilli-toz-toplama-istasyonu-paspaslama-p-194939350?boutiqueId=61&merchantId=473924,11490.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/v5-robot-supurge-1-yil-garanti-hediye-p-650130757?boutiqueId=61&merchantId=197550,12899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/yeni-nesil-lds-lazer-navigasyon-sonik-titresimle-olaganustu-temizlik-mi-temizlik-robotu-2-pro-p-785469596?boutiqueId=61&merchantId=881452,16799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-beyaz-mi-band-6-akilli-bileklik-p-640256382?boutiqueId=61&merchantId=197550,17599.0
2 ,Lazer ,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-beyaz-mi-band-6-akilli-bileklik-p-640255361?boutiqueId=61&merchantId=197550,17599.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-robot-supurge-beyaz-mi-band-6-akilli-bileklik-p-640254281?boutiqueId=61&merchantId=197550,17899.0
1 ,Jiroskop ,0-250,Var,Yok,3,Robot,120,https://www.trendyol.com//mijia/hutt-w66-cam-temizleme-robotu-su-hazneli-p-81286206?boutiqueId=61&merchantId=231861,24995.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/g1-akilli-robot-supurge-ve-paspas-siyah-turkiye-garantili-p-270894578?boutiqueId=61&merchantId=217399,5899.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/r1-pro-cop-istasyonlu-akilli-robot-supurge-siyah-turkiye-garantili-p-303043365?boutiqueId=61&merchantId=217399,12999.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//soultech/rb002-akilli-temizleme-robotu-vacuum-mop-p-647362556?boutiqueId=61&merchantId=459558,7500.0
2 ,Lazer ,250-500,Var,Var,3,Sulu,120,https://www.trendyol.com//philips/aqua-anti-alerji-islak-kuru-temizlik-homerun-7000-otomatik-bosaltma-premium-robot-supurge-p-779409796?boutiqueId=61&merchantId=732994,35000.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/wi-fi-android-apple-uyumlu-otomatik-homerun-ultra-yuksek-emis-gucu-3100-seri-kablosuz-robot-supurge-p-785310880?boutiqueId=61&merchantId=881452,29899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-ultra-yuksek-emis-gucu-3100-serisi-otomatik-bosaltma-sistemi-istasyonlu-robot-supurge-beyaz-p-785310597?boutiqueId=61&merchantId=881452,29899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/homerun-ultra-yuksek-emis-gucu-3000-serisi-yeni-aqua-wi-fi-akilli-kontrol-robot-supurge-p-785308120?boutiqueId=61&merchantId=881452,21799.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//mamibot/exvac900s-yuksek-performansli-haritalamali-siyah-akilli-robot-supurge-ve-bosaltma-unitesi-p-777731517?boutiqueId=61&merchantId=886789,26999.0
1 ,Yok,0-250,Yok,Yok,1,Robot,120,https://www.trendyol.com//ttec/plus-2rc01-robi-promaster-otomatik-toz-bosaltma-sistemli-akilli-robot-supurge-ve-paspas-p-777652224?boutiqueId=61&merchantId=201140,121670.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//ttec/navi-laseriq-teknolojili-ve-japon-fircasiz-motorlu-akilli-robot-supurge-ve-paspas-p-366698545?boutiqueId=61&merchantId=107419,204990.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//smartmi/vortexwave-robot-supurge-genpa-teknik-servis-garantili-p-366711154?boutiqueId=61&merchantId=877454,10500.0
1 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-akilli-siyah-robot-supurge-p-260740177?boutiqueId=61&merchantId=564671,12999.0
3 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//philips/evrekala-shop-robot-supurge-philips-ekstra-guclu-otomatik-siler-ve-supurur-yetkili-satici-evrekala-p-772231224?boutiqueId=61&merchantId=495689,246290.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//lydsto/r1-d-akilli-robot-supurge-ve-paspas-siyah-turkiye-garantili-p-269328097?boutiqueId=61&merchantId=217399,9499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mi-robot-vacuum-mop-2-pro-p-300123473?boutiqueId=61&merchantId=564671,12999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiaomi/mop-pro-siyah-akilli-robot-supurge-mi-band-6-akilli-bileklik-adim-sayar-p-136664885?boutiqueId=61&merchantId=197550,20599.0
1 ,Yok,0-250,Yok,Yok,3,Şarjlı / El,60 - 120,https://www.trendyol.com//ximeijie/kumandali-robot-supurge-p-756040183?boutiqueId=61&merchantId=728400,2379.0
2,Lazer,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//hf520/uv-isinli-dezenfekte-robotu-p-67158809?boutiqueId=61&merchantId=269605,1399.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//shark-online/rv2310ae-matrix-kendiliginden-bosalan-torbasiz-robot-supurge-p-782506545?boutiqueId=61&merchantId=896607,19418.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//ttech/ttec-2rs01-robi-promaster-akilli-robot-supurge-p-235651676?boutiqueId=61&merchantId=224449,11899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/homerun-halilari-algilar-ultra-yuksek-emis-gucu-3000-serisi-yeni-aqua-akilli-robot-supurge-p-785310300?boutiqueId=61&merchantId=881452,21799.0
1 ,Kamera ,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//xiamen/xiaomi-mi-robot-vacuum-mop-robot-supurge-p-754690662?boutiqueId=61&merchantId=409995,12499.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/premium-7000-seris-islak-ve-kuru-robot-supurge-p-762674553?boutiqueId=61&merchantId=409995,26599.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-siyah-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-p-754203856?boutiqueId=61&merchantId=409995,17299.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//umie/umie-ls5-vakumlu-2200pa-6400mah-yuksek-emisli-akilli-robot-supurge-paspas-p-105499989?boutiqueId=61&merchantId=825144,9999.0
2 ,Jiroskop ,1000-1500,Var,Var,3,Robot,120,https://www.trendyol.com//cecotec/robot-elektrikli-supurge-conga-999-p-767152848?boutiqueId=61&merchantId=262598,11349.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/7000-serisi-islak-ve-kuru-istasyonlu-robot-supurge-otomatik-bosaltma-istasyonlu-5000-pa-wifili-p-765353543?boutiqueId=61&merchantId=109514,381189.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-kuru-ve-moplu-5000pa-emis-gucu-ultra-sensor-donanimli-180dk-calisma-sureli-robot-supurge-p-785233321?boutiqueId=61&merchantId=825207,34999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/aqua-islak-kuru-ve-mop-ozellikli-ultra-emis-gucu-epa11-filtre-180dk-calisma-sureli-robot-supurge-p-785233250?boutiqueId=61&merchantId=825207,34999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/aqua-islak-kuru-ve-mop-ozellikli-5000-pa-ultra-emis-gucu-180dk-calisma-sureli-robot-supurge-p-785232434?boutiqueId=61&merchantId=825207,34999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778024697?boutiqueId=61&merchantId=409995,219999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-beyaz-p-778024686?boutiqueId=61&merchantId=409995,217999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-778023021?boutiqueId=61&merchantId=409995,204999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-777945400?boutiqueId=61&merchantId=409995,209999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-777945289?boutiqueId=61&merchantId=409995,211999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-p-777944612?boutiqueId=61&merchantId=409995,215999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-777944585?boutiqueId=61&merchantId=409995,213999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-3000-serisi-aqua-robot-supurge-siyah-4000-watt-p-777944409?boutiqueId=61&merchantId=409995,217999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747388?boutiqueId=61&merchantId=409995,323999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-p-777746941?boutiqueId=61&merchantId=409995,337999.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-p-777746904?boutiqueId=61&merchantId=409995,339999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742400?boutiqueId=61&merchantId=409995,331999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742384?boutiqueId=61&merchantId=409995,335999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742145?boutiqueId=61&merchantId=409995,339999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742067?boutiqueId=61&merchantId=409995,337999.0
1 ,Lazer ,1500+,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/3000-robot-supurgeislak-kuru-moplu-istasyonlu-4000-pa-sert-zemin-ve-haliya-uygun-beyaz-p-773645327?boutiqueId=61&merchantId=409995,27499.0
1 ,Lazer ,1500+,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/3000-islak-kuru-moplu-istasyonlu-robot-supurge-4000-pa-sert-zemin-ve-haliya-uygun-beyaz-p-773621686?boutiqueId=61&merchantId=409995,24522.0
3 ,Lazer ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//grundig/robot-supurge-beyaz-li-on-p-772858770?boutiqueId=61&merchantId=409995,92999.0
3 ,Lazer ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//grundig/robot-supurge-beyaz-p-772858723?boutiqueId=61&merchantId=409995,99999.0
4+ ,Lazer ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//karcher/rcv-3-icin-silme-bezi-p-765321808?boutiqueId=61&merchantId=130672,389.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/premium-7000-seris-islak-ve-kuru-robot-supurge-p-762679146?boutiqueId=61&merchantId=409995,27650.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/avantajli-7000-seris-islak-ve-kuru-robot-supurge-p-762676477?boutiqueId=61&merchantId=409995,28650.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/7000-seris-islak-ve-kuru-robot-supurge-p-762673738?boutiqueId=61&merchantId=409995,26999.0
4+ ,Lazer ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/ozel-seri-3000-serisi-aqua-robot-supurge-beyaz-p-762670716?boutiqueId=61&merchantId=409995,22299.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/siyah-islak-kuru-ozellikli-ozel-seri-robot-supurge-p-762372657?boutiqueId=61&merchantId=409995,22999.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//philips/islak-kuru-ozellikli-robot-supurge-p-762372339?boutiqueId=61&merchantId=409995,23499.0
3 ,Yok,0-250,Yok,Var,1,Sulu,120,https://www.trendyol.com//karcher/nt-70-2-me-classic-islak-kuru-elektrikli-supurge-2300w-p-741587951?boutiqueId=61&merchantId=223051,14950.0
2 ,Jiroskop ,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//viomi/v5-akilli-robot-supurge-p-748667477?boutiqueId=61&merchantId=845017,7499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/islak-ve-kuru-temizlik-robotu-5200-mah-li-ion-pil-5000-pa-emis-gucu-homerun-7000-xu7000-01-p-753326507?boutiqueId=61&merchantId=530549,23529.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//grundig/toz-bosaltma-sistemli-robot-supurge-airfryer-az-yagli-pisirici-p-650593851?boutiqueId=61&merchantId=197550,28599.0
2 ,Yok,250-500,Var,Yok,2,Robot,60 - 120,https://www.trendyol.com//go-aksesuar/fakir-robert-ii-rs-710-robot-supurge-p-181294225?boutiqueId=61&merchantId=380704,8250.0
1 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/vacuum-cleaner-lazer-sensor-robot-supurge-ve-paspas-p-754770500?boutiqueId=61&merchantId=409995,12499.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/pro-robot-supurge-beyaz-1-yil-ek-garanti-hediye-p-650123423?boutiqueId=61&merchantId=197550,16599.0
2,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/s9-robot-vacuum-cleaner-akilli-robot-supurge-siyah-garantili-p-105270741?boutiqueId=61&merchantId=480591,12399.0
2,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//viomi/robot-vacuum-s9-s9-robot-vacuum-cleaner-akilli-robot-supurge-p-101765529?boutiqueId=61&merchantId=449692,12588.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//ttec/navi-pro-otomatik-toz-bosaltma-sistemli-japon-fircasiz-motorlu-akilli-robot-supurge-ve-paspas-p-366701839?boutiqueId=61&merchantId=148775,13000.0
1 ,Yok,0-250,Yok,Yok,3,Robot,120,https://www.trendyol.com//smartmi/cleanbot-cam-temizleme-robotu-p-411984519?boutiqueId=61&merchantId=539952,9990.0
1 ,Yok,0-250,Var,Var,1,Robot,120,https://www.trendyol.com//moby/bilicra-akilli-robot-supurge-p-378070358?boutiqueId=61&merchantId=123425,12999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/vp-yeni-seri-3000-serisi-islak-kuru-moplu-istasyonlu-robot-supurge-4000-pasert-zemin-ve-haliya-uygun-p-780928597?boutiqueId=61&merchantId=455417,285440.0
1 ,Jiroskop ,250-500,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//arcelik/robot-p-665201009?boutiqueId=61&merchantId=614180,257999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//beko/robot-supurge-p-729668688?boutiqueId=61&merchantId=816885,13149.0
1 ,Jiroskop ,250-500,Yok,Yok,3,Robot,60 - 120,https://www.trendyol.com//enther/robot-elektrikli-supurge-gyro-navigasyonlu-robot-supurge-2600mah-120-dk-calisma-p-770365887?boutiqueId=61&merchantId=262598,11857.0
3 ,Jiroskop ,0-250,Var,Var,3,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-siyah-65-db-p-777747582?boutiqueId=61&merchantId=409995,312999.0
3 ,Jiroskop ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//philips/homerun-7000-serisi-aqua-robot-supurge-beyaz-p-777742333?boutiqueId=61&merchantId=409995,333999.0
2 ,Kamera ,0-250,Var,Var,2,Robot,30 - 60,https://www.trendyol.com//arcelik/imperium-robo-3-0-robot-supurge-premium-wi-fi-baglantisi-p-773322732?boutiqueId=61&merchantId=409995,28999.0
1 ,Kamera ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//lefant/robot-vacuum-supurge-yeni-model-2023-p-769962357?boutiqueId=61&merchantId=610757,10000.0
3 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//easytekno/karcher-rcv-5-robot-supurge-p-731103294?boutiqueId=61&merchantId=128165,20499.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//tcl/sweeva-6500m-mop-rob-supurge-dustbox-0002017853001-p-771027263?boutiqueId=61&merchantId=484281,10130.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/3000-serisi-islak-kuru-moplu-robot-supurge-4000-pa-ultra-emis-gucu-premium-200dk-pil-suresi-p-766830775?boutiqueId=61&merchantId=197550,19999.0
2 ,Jiroskop ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//tp-link/tapo-rv30-lidar-navigasyonlu-robot-supurge-p-744751901?boutiqueId=61&merchantId=118442,9199.0
1 ,Yok,250-500,Yok,Yok,3,Robot,120,https://www.trendyol.com//charge/1x-robot-servo-25kg-rds3225-uyumlu-metal-disli-p-737173865?boutiqueId=61&merchantId=567458,10799.0
2 ,Lazer ,250-500,Var,Yok,3,Robot,120,https://www.trendyol.com//tcl/sweeva-6000-siyah-robot-supurge-turkiye-garantili-p-462983958?boutiqueId=61&merchantId=825144,7499.0
2 ,Jiroskop ,250-500,Var,Var,2,Robot,120,https://www.trendyol.com//arcelik/rs-9121-robot-supurge-siyah-p-761238231?boutiqueId=61&merchantId=797411,15000.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-aqua-serisi-premium-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-786087485?boutiqueId=61&merchantId=825207,36999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/aqua-yeni-seri-premium-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-786082760?boutiqueId=61&merchantId=825207,36999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-3000-serisi-3-u-1-arada-islak-kuru-ve-moplu-4000pa-ultra-yuksek-emis-gucu-robot-supurge-p-786063145?boutiqueId=61&merchantId=825207,36999.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/homerun-3000-yeni-serisi-3-u-1-arada-islak-kuru-ve-moplu-ultra-yuksek-emis-gucu-robot-supurge-p-786026673?boutiqueId=61&merchantId=825207,36999.0
2 ,Jiroskop ,0-250,Var,Var,3,Robot,60 - 120,https://www.trendyol.com//grundig/haritalamali-mop-ozellikli-akilli-robot-supurge-2-1-yil-garanti-p-236645042?boutiqueId=61&merchantId=455417,165441.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//realme/techlife-robot-mop-vacuum-supurge-p-276027265?boutiqueId=61&merchantId=121475,11999.0
2,Lazer,250-500,Var,Var,3,Toz Torbalı,120,https://www.trendyol.com//redline/robored-g2-akilli-robot-supurge-p-121348611?boutiqueId=61&merchantId=460760,6990.0
4+ ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//philips/7000-seris-islak-ve-kuru-robot-supurge-p-762675020?boutiqueId=61&merchantId=409995,26899.0
2 ,Lazer ,250-500,Var,Var,3,Robot,120,https://www.trendyol.com//easytekno/xiaomi-mi-robot-vacuum-s10t-8000pa-akilli-robot-supurge-p-731102720?boutiqueId=61&merchantId=757843,15750.0
1 ,Lazer ,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//yeedi/vac-station-akilli-cop-istasyonlu-robot-vacuum-mop-supurge-p-283379937?boutiqueId=61&merchantId=866034,17499.0
2 ,Lazer ,500-1000,Var,Var,3,Robot,120,https://www.trendyol.com//robogil/stella-500b-yeni-nesil-robot-supurge-ve-robot-paspas-p-176278078?boutiqueId=61&merchantId=140281,9999.0
2,Lazer,0-250,Var,Var,3,Robot,120,https://www.trendyol.com//hobot/298-cam-temizleme-fayans-silme-robotu-ultrasonik-sprey-telefon-ve-uzaktan-kumanda-ile-kontrol-p-77353983?boutiqueId=61&merchantId=167560,179999.0
